Sample_Name	predLong	predLat	highprob
SL_47734	-10.9850971014493	8.43857072463768	0.0801047922616239
15968NY	10.2233565217391	2.13335478260869	0.890834539849212
24216NY	10.2233565217391	2.13335478260869	0.702870470986106
CA_ECO13287NY	8.50375217391304	3.27975768115942	0.0287735884628761
CA_ECO13430NY	10.2233565217391	2.13335478260869	0.807997073503583
CA_ECO15567NY	14.2357666666667	2.70655623188406	0.218451185054843
CA_ECO17837NY	10.2233565217391	2.13335478260869	0.887853514231736
CA_ECO17931NY	10.2233565217391	2.70655623188406	0.562030857843476
CA_ECO24796NY	11.9429608695652	2.13335478260869	0.521628352531643
CA_ECO24922NY	9.65015507246377	1.56015333333333	0.0998954898566106
C_CAM0019S	13.6625652173913	4.99936202898551	0.552221005867481
CA_ECO25350NY	10.2233565217391	2.13335478260869	0.964366917533827
CA_ECO37848NY	11.3697594202899	0.413750434782608	0.00742242381988132
CA_ECO95334NY	10.2233565217391	2.13335478260869	0.81118195427679
C_CAM001S	11.3697594202899	2.13335478260869	0.148254163075673
C_CAM0022S	13.6625652173913	4.99936202898551	0.383105060642779
C_CAM002S	13.6625652173913	2.70655623188406	0.0849710794687437
C_CAM024S	10.7965579710145	1.56015333333333	0.0940121143195888
C_CAM026S	9.0769536231884	5.57256347826087	0.993392345171379
C_CAM027s	13.6625652173913	4.99936202898551	0.91523034501466
CAR_47745	15.0962008695652	1.42312666666666	0.741867560002155
DRC_008	14.808968115942	1.57892898550725	0.821208419071413
CA_ECO94645DJ	11.3697594202899	2.13335478260869	0.140213814871152
CA_ECO105927AD	14.808968115942	1.56015333333333	0.984206046673303
CA_ECO94852DJ	10.2233565217391	2.13335478260869	0.703266871413644
CA_ECO94854DJ	11.9429608695652	2.13335478260869	0.922779419330246
CA_ECO94951DJ	11.9429608695652	2.13335478260869	0.349927875138896
GABON_Bitam1_3	11.9429608695652	2.13335478260869	0.440673389166227
GABON_Bitam3_3	10.2233565217391	2.13335478260869	0.420732476086016
GABON_LIB2_1	10.2233565217391	2.13335478260869	0.820429051013036
GABON_MOCABE1_1	14.808968115942	1.56015333333333	0.77084884591893
GABON_OYEM1-4	11.9429608695652	2.13335478260869	0.69391198184125
GHANA_39167	-1.24067246376812	6.14576492753623	0.248241088776084
GHANA_39168	-2.38707536231884	7.86536927536232	0.385937908158181
CA_ECO94046AD	14.808968115942	1.56015333333333	0.960550030580693
GHANA_47693	-2.38707536231884	7.86536927536232	0.92574575714442
GHANA_47694	-2.38707536231884	7.86536927536232	0.303696712003064
GHANA_47695	-0.667471014492754	6.14576492753623	0.465272187790125
GHANA_47698	0.478931884057969	6.14576492753623	0.0170760685254312
GHANA_47701	-10.9850971014493	8.43857072463768	0.796305355817889
GHANA_47703	-10.9850971014493	8.43857072463768	0.625632893964693
GHANA_47708	-10.9850971014493	8.43857072463768	0.173107856440336
GHANA_47715	-2.38707536231884	7.86536927536232	0.887940867631344
GHANA_47719	-0.667471014492754	6.14576492753623	0.589329865923633
GHANA_47720	-0.667471014492754	6.14576492753623	0.13198743034529
CA_ECO94331AD	14.808968115942	1.56015333333333	0.97553726140027
GHANA_47721	-1.81387391304348	7.29216782608696	0.067898673151138
GH_39165	-2.38707536231884	7.29216782608696	0.687868721483095
GH_39166	-1.81387391304348	7.86536927536232	0.193084538397409
GH_47696	-0.0942695652173917	9.01177217391304	0.00585307670126483
GH_47700	-1.81387391304348	7.86536927536232	0.344452868158404
GH_47702	-0.667471014492754	6.71896637681159	0.020875426442949
GH_47711	-1.81387391304348	7.86536927536232	0.0891760755902337
GH_47713	-10.9850971014493	7.86536927536232	0.145146278284288
GH_47718	-10.4118956521739	6.71896637681159	0.00943479428737455
34501LE	14.2357666666667	3.27975768115942	0.526994175106149
CA_ECO94367AD	14.808968115942	1.56015333333333	0.988449677968311
81348LE	14.2357666666667	3.27975768115942	0.840160372188749
CA_ECO34165LE	14.2357666666667	2.70655623188406	0.418804307954247
CA_ECO34735LE	11.3697594202899	2.13335478260869	0.309271531372026
CA_ECO80351LE	10.7965579710145	1.56015333333333	0.0348719667051364
CA_ECO81327LE	9.65015507246377	4.99936202898551	0.0638496003867517
