Sample_Name	predLong	predLat	highprob
CA_ECO81363LE	14.2357666666667	3.27975768115942	0.849647356897008
CA_ECO85197LE	14.2357666666667	3.27975768115942	0.540322121222111
CA_ECO85214LE	14.2357666666667	3.27975768115942	0.444386410165298
CA_ECO85331LE	13.6625652173913	-1.87905536231884	0.00383434304295521
CA_ECO88076LE	14.2357666666667	3.27975768115942	0.993509178792581
CAR_033	14.808968115942	1.56015333333333	0.936178628219926
22645NG	10.2233565217391	2.13335478260869	0.207265967634518
22648NG	14.2357666666667	3.27975768115942	0.552908878247797
CA_ECO19076NG	11.9429608695652	2.13335478260869	0.458857840578439
CA_ECO23289NG	14.2357666666667	3.27975768115942	0.972510561073346
21530AB	9.0769536231884	5.57256347826087	0.999970224271923
25921AB	9.0769536231884	5.57256347826087	0.99999077488075
81543AB	9.0769536231884	5.57256347826087	0.99999792259768
CA_ECO21532AB	9.0769536231884	5.57256347826087	0.999802441476386
CA_ECO26202AB	9.0769536231884	5.57256347826087	0.927084289698684
CA_ECO26208AB	9.0769536231884	5.57256347826087	0.914619033567709
CAR_041	14.808968115942	1.56015333333333	0.980833145310235
CA_ECO26936AB	9.0769536231884	5.57256347826087	0.999668224977898
CA_ECO27273AB	9.0769536231884	5.57256347826087	0.999828902781908
16567AK	11.9429608695652	2.13335478260869	0.947154296412547
28201AK	11.9429608695652	2.13335478260869	0.231947031370312
CA_ECO102510AK	11.3697594202899	4.99936202898551	0.0741586090415236
CA_ECO102520AK	11.9429608695652	1.56015333333333	0.0237252491766121
CA_ECO102521AK	11.9429608695652	2.13335478260869	0.989733349856568
CA_ECO102544AK	11.9429608695652	0.986951884057969	0.0328336584235029
CA_ECO102546AK	11.9429608695652	2.13335478260869	0.426949110141123
CA_ECO102690AK	11.9429608695652	1.56015333333333	0.097179009280976
C_CAM0010S	13.6625652173913	4.99936202898551	0.348566698340176
CA_ECO20129AK	11.9429608695652	2.13335478260869	0.917008761756555
CA_ECO38941AK	14.2357666666667	3.27975768115942	0.978313990012646
NIG_1	3.91814057971014	6.71896637681159	0.837222231108681
NIG_11	3.34493913043478	6.71896637681159	0.889743653040478
NIG_12	3.34493913043478	6.71896637681159	0.979597477328113
NIG_14	3.34493913043478	6.71896637681159	0.968880946093916
NIG_2	3.91814057971014	6.71896637681159	0.680235214529045
NIG_3	3.91814057971014	6.71896637681159	0.693987912717679
NIG_4	3.34493913043478	6.71896637681159	0.682642939839921
NIG_7	3.34493913043478	6.71896637681159	0.528579191845803
C_CAM0011S	13.6625652173913	4.99936202898551	0.770476547574326
COREP_WBPAN_3	14.808968115942	1.56015333333333	0.93675456879134
COREP_WBPAN_4	14.808968115942	1.56015333333333	0.865446981366262
COREP_WBPAN_6	14.808968115942	1.56015333333333	0.997559593253006
COREP_WBPAN_7	14.808968115942	1.56015333333333	0.99722887804751
REPCONGO5	14.808968115942	1.56015333333333	0.62072259539717
SL_47727	-1.24067246376812	6.14576492753623	0.196294455386946
SL_47731	-2.35592811594203	7.84500376811594	0.229036854531736
SL_47732	-9.83869420289855	6.14576492753623	0.00793115462845644
SL_47733	-1.81387391304348	7.86536927536232	0.0273564754351965
C_CAM0018S	10.2233565217391	2.13335478260869	0.705514922757284
